888050299439;49292.91
106300600026;49258.46
665531665969;47892.0
253831702951;46502.14
884651331184;46003.31
775704152480;45675.52
547852564604;45004.72
460992630034;43953.41
439601370346;43773.03
757618508432;42429.5
406563615544;42088.43
329059157232;42053.45
324544435206;40383.14
980370865579;34753.11
517759263829;33751.31
852023444498;33266.44
506921451414;30286.36
914062541580;30169.14
131610439525;30080.96
888294961844;29689.33
585551211277;28810.25
833944344782;28783.86
855951715783;28179.9
658960934724;27871.73
722916966674;26139.52
812463595018;21585.82
934748680846;21002.11
821413114449;18638.56
257301126284;18034.32
370907804386;17316.95
547816225853;16814.21
787773756977;15968.47
798150786706;14870.24
763538650829;14400.41
328241820027;14345.65
904148783402;14344.12
886424006479;13739.65
316447516734;13533.64
674613165081;12555.34
104356148386;9417.88
113880366016;8467.84
266022260498;6699.58
272284672458;4662.27
505596288352;4312.24
681492231784;3759.78
225271628159;3483.76
747238756413;2490.52
562606474869;2407.85
545904250837;2233.86
640295808789;1412.49
