225271628159;3483.76
547852564604;45004.72
257301126284;18034.32
316447516734;13533.64
562606474869;2407.85
787773756977;15968.47
272284672458;4662.27
113880366016;8467.84
131610439525;30080.96
439601370346;43773.03
914062541580;30169.14
833944344782;28783.86
328241820027;14345.65
658960934724;27871.73
888294961844;29689.33
585551211277;28810.25
104356148386;9417.88
506921451414;30286.36
545904250837;2233.86
763538650829;14400.41
674613165081;12555.34
106300600026;49258.46
460992630034;43953.41
812463595018;21585.82
681492231784;3759.78
775704152480;45675.52
370907804386;17316.95
406563615544;42088.43
253831702951;46502.14
722916966674;26139.52
798150786706;14870.24
747238756413;2490.52
547816225853;16814.21
757618508432;42429.5
329059157232;42053.45
640295808789;1412.49
886424006479;13739.65
517759263829;33751.31
904148783402;14344.12
266022260498;6699.58
884651331184;46003.31
505596288352;4312.24
665531665969;47892.0
934748680846;21002.11
852023444498;33266.44
324544435206;40383.14
980370865579;34753.11
855951715783;28179.9
888050299439;49292.91
821413114449;18638.56
